path,label,width,height,aspect_ratio,size_kb,channels,mean_brightness,std_brightness,red_mean,green_mean,blue_mean,red_std,green_std,blue_std,red_ratio,green_ratio,blue_ratio,entropy,contrast,edge_density
data/AI_SD_ukiyo-e/9-879597690-276757.jpg,AI,768,768,1.0,134.5322265625,3,127.55599523473668,74.95816059010947,127.02901713053386,132.91128200954861,122.72768656412761,85.60933844501861,75.2375073665276,61.75975069918771,0.3319562175988329,0.3473279369450172,0.3207158454561499,215169.16003508394,73.3003105563465,0.16052415635850695
data/AI_SD_ukiyo-e/9-885983000-887773.jpg,AI,768,768,1.0,110.921875,3,114.83292417173033,63.784290356492924,111.75052049424913,126.28902350531683,106.459228515625,73.16791111445204,60.55973164204175,54.529080058966926,0.32438583069064897,0.36658773145482837,0.30902643785452266,254019.63653197017,57.07670837052806,0.1385311550564236
data/AI_SD_ukiyo-e/9-856288343-155345.jpg,AI,768,768,1.0,140.8603515625,3,139.45029477719908,81.17683695524455,148.81946309407553,143.15309312608508,126.37832811143663,96.57527899472264,77.41803929941968,64.6245379809185,0.3557288120278403,0.34218427279005753,0.30208691518210207,196690.20588699824,77.23540290157598,0.15795389811197916
data/AI_SD_ukiyo-e/9-856832978-807082.jpg,AI,768,768,1.0,121.78125,3,125.84750027126736,55.727533465485706,117.53788418240018,130.33360968695746,129.67100694444446,73.27755298350328,53.47836960215174,31.358317419430108,0.3113235832496855,0.3452157291060481,0.34346068764426635,256181.8592988891,54.99950363959148,0.0864376491970486
data/AI_SD_ukiyo-e/9-966718122-538856.jpg,AI,768,768,1.0,121.08203125,3,132.31404000741463,62.000386134024154,140.98846944173178,138.94744533962674,117.00620524088542,75.84911804881241,60.251240175920266,42.37057225500438,0.3551864675732347,0.35004459927769915,0.29476893314906616,235513.3395635891,59.313030263989695,0.11190287272135417
data/AI_SD_ukiyo-e/9-918166643-367914.jpg,AI,768,768,1.0,113.068359375,3,133.15366787380643,62.20241316845188,136.56951734754773,136.6458706325955,126.24561564127605,78.51561247119501,54.06898151500872,49.474031114838645,0.34188447960987606,0.3420756203829567,0.3160399000071673,251671.22015002597,52.2288273828658,0.1461402045355903
data/AI_SD_ukiyo-e/9-986424499-168891.jpg,AI,768,768,1.0,128.2783203125,3,135.4189040572555,56.64147780815273,125.675779554579,140.2668202718099,140.3141123453776,73.48664220594266,49.87826175804506,39.92805549094894,0.3093506538827177,0.345266468391308,0.34538287772597437,254702.0027624,50.05895213147629,0.13817003038194445
data/AI_SD_ukiyo-e/9-890445906-515159.jpg,AI,768,768,1.0,138.44140625,3,120.08982849121094,66.13827946383645,133.24552239312067,129.9233194986979,97.10064358181424,81.58992558777706,61.42468038131726,43.52741967650203,0.3698495925014237,0.36062815402723486,0.26952225347134146,238906.61650858275,63.85016562008716,0.14755757649739584
data/AI_SD_ukiyo-e/9-998834727-514002.jpg,AI,768,768,1.0,126.5498046875,3,102.64099064579716,51.874419919256354,99.58922661675348,115.12110222710504,93.21264309353299,56.62226310036604,55.99551798720718,38.43601730514927,0.32342252995987086,0.37386331231731573,0.30271415772281346,266782.2960628342,50.77574463232135,0.15751817491319445
data/AI_SD_ukiyo-e/9-950176720-323106.jpg,AI,768,768,1.0,92.8984375,3,137.24133809407553,57.7916809230603,130.55242411295572,141.4659915500217,139.70559861924914,70.94945642173084,60.48794510978009,35.4733200389382,0.3170872224700143,0.3435942200180976,0.3393185575118881,239490.47056808136,59.29879694952895,0.0763736300998264
data/AI_SD_ukiyo-e/9-89114128-741374.jpg,AI,768,768,1.0,102.849609375,3,118.68841496220341,52.742704789406346,130.79403177897134,121.06818474663629,104.20302836100261,72.89894733265459,40.47308356916446,32.10943820715381,0.36733164400985835,0.340016855015408,0.2926515009747337,273663.1440403717,44.15212059298959,0.08313496907552083
data/AI_SD_ukiyo-e/9-865746110-589331.jpg,AI,768,768,1.0,118.296875,3,118.52877468532986,70.84124939374101,121.52855767144098,120.92664252387152,113.13112386067708,85.894913917385,65.6869032603173,57.60954129004373,0.34176949294682507,0.340076753077913,0.31815375397526197,239758.97279033455,64.82986183566744,0.12227376302083333
data/AI_SD_ukiyo-e/9-893814666-214811.jpg,AI,768,768,1.0,129.2236328125,3,125.22788718894675,62.83691720169403,134.16519673665366,133.2599334716797,108.25853135850694,79.91392770413978,56.33192886483802,43.053038601360875,0.3571227882977377,0.35471314593746456,0.2881640657647976,242318.51865703208,59.954221933176505,0.1836157904730903
data/AI_SD_ukiyo-e/9-934092758-114526.jpg,AI,768,768,1.0,116.3076171875,3,135.70913300690827,57.240532022149786,144.85511440700955,134.36624654134116,127.90603807237413,65.250554166607,57.8409731880436,45.60572233556649,0.35579800022163505,0.3300348904655794,0.3141671093127856,244602.65397072898,54.08894662013907,0.12119038899739583
data/AI_SD_ukiyo-e/9-927138457-346384.jpg,AI,768,768,1.0,112.591796875,3,100.0373439082393,56.60648838287685,117.72860548231337,105.86403232150607,76.51939392089844,68.07249059322164,49.99993002656813,39.73665307163696,0.3922821914394343,0.3527483777078667,0.2549694308526989,259829.35844043066,52.40475125668455,0.0975375705295139
data/AI_SD_ukiyo-e/9-855655329-715809.jpg,AI,768,768,1.0,136.6337890625,3,115.84544994212963,49.373242115497554,124.90823194715712,121.70287068684895,100.92524719238281,60.18030348990319,49.17129103305567,30.571399632016714,0.35941055377244646,0.35018745736279205,0.2904019888647614,265252.2330033983,49.30745069495092,0.13948228624131945
data/AI_SD_ukiyo-e/9-963604845-471107.jpg,AI,768,768,1.0,129.3662109375,3,111.26705876103154,58.81727473432095,127.44014485677083,116.53922017415364,89.82181125217014,76.4362691823446,48.66420726951914,37.662236594313306,0.3817845888855996,0.34912764979389255,0.2690877613205079,268891.9717176203,50.065145545061945,0.1369900173611111
data/AI_SD_ukiyo-e/9-87090125-385061.jpg,AI,768,768,1.0,125.38671875,3,126.50554515697338,63.700493222370696,133.04124620225696,132.8192596435547,113.6561296251085,78.96752616960993,65.60576625291885,37.22345896222318,0.3505544520786916,0.3499695329000453,0.2994760150212631,234812.93137060438,62.0607373654145,0.1440887451171875
data/AI_SD_ukiyo-e/9-89114128-914988.jpg,AI,768,768,1.0,129.5908203125,3,128.08787197536893,67.97685539308806,111.397218492296,126.19972907172308,146.66666836208768,75.17250548202921,69.06094052547,53.055865351537975,0.28989790829875883,0.32841966775223147,0.38168242394900953,243793.87457969435,63.674502415908535,0.1366695827907986
data/AI_SD_ukiyo-e/9-917378555-40194.jpg,AI,768,768,1.0,118.607421875,3,109.55457616735387,61.16124327578086,120.21649339463976,114.49339803059895,93.95383707682292,75.75307511017172,58.501766519150536,40.98361211586827,0.3657735337651829,0.34836030903812,0.28586615719669706,251750.5070221232,60.062126320331814,0.1404334174262153
data/AI_SD_ukiyo-e/9-933262927-707673.jpg,AI,768,768,1.0,120.005859375,3,110.35603219491465,62.25627166431907,124.14341396755643,115.41560363769531,91.50907897949219,74.89661303724446,58.336669402702185,45.21019396491479,0.37497848704905123,0.34861590358088834,0.27640560937006053,252789.82283723744,56.8759951400781,0.1216396755642361
data/AI_SD_ukiyo-e/9-825904810-456085.jpg,AI,768,768,1.0,118.1318359375,3,118.55475531684027,51.62622895824818,119.53345065646701,126.32664150661893,109.80417378743489,66.53765295243312,47.39148116893534,34.41886205158432,0.3360850726372838,0.3551850821139091,0.3087298452488072,266085.93675445946,50.15721251061428,0.1690300835503472
data/AI_SD_ukiyo-e/9-8644963-649129.jpg,AI,768,768,1.0,123.54296875,3,118.68265900788484,45.41295915397631,135.03560045030383,118.15483940972223,102.85753716362848,54.79538104381653,37.32212313478034,35.68478877054451,0.3792623723890237,0.3318508937964629,0.2888867338145134,283501.357802981,33.86229058538935,0.1209564208984375
data/AI_SD_ukiyo-e/9-827046418-506851.jpg,AI,768,768,1.0,127.201171875,3,115.08923678927951,62.91991941657581,117.80677964952257,121.11192152235243,106.34900919596355,70.22366192176689,64.11043125621735,52.10747873034023,0.34120416161712463,0.3507768548449642,0.3080189835379112,242945.28109211964,62.869789717117385,0.1730228000217014
data/AI_SD_ukiyo-e/9-892143941-893884.jpg,AI,768,768,1.0,120.083984375,3,131.12367587619357,62.96894501444374,126.9376458062066,138.75492519802518,127.67845662434895,80.57095310961563,55.51946840698347,47.260405223059635,0.3226919038024849,0.3527329555369212,0.3245751406605939,243096.39827471593,57.23798269716351,0.12399461534288195
data/AI_SD_ukiyo-e/9-988268015-372708.jpg,AI,768,768,1.0,134.1630859375,3,130.0095943874783,63.42782530744559,134.07077365451389,140.06514824761285,115.89286126030817,82.94816490121465,54.2391348512524,43.93285519004433,0.3437458450308206,0.35911490201296264,0.2971392529562168,242085.63011601957,55.19022502365668,0.1184726291232639
data/AI_SD_ukiyo-e/9-912323737-857669.jpg,AI,768,768,1.0,103.330078125,3,125.18563899287471,53.4905900915792,133.4525892469618,125.47290378146701,116.63142395019531,71.05359896482553,41.98456558229333,40.383318703115926,0.3553458429699422,0.33409823680230244,0.3105559202277553,270188.5286039447,42.717944460371704,0.0894198947482639
data/AI_SD_ukiyo-e/9-88855174-972348.jpg,AI,768,768,1.0,119.318359375,3,123.67422711407697,60.929514420687426,123.58098008897569,132.39909023708768,115.04261101616754,69.65268139886986,59.26720020282326,51.21018852441829,0.3330820090079203,0.35684904695883785,0.3100689440332419,245919.8058513825,58.273943572520395,0.17683580186631945
data/AI_SD_ukiyo-e/9-863622018-580643.jpg,AI,768,768,1.0,133.984375,3,114.73541768391927,58.467100920720405,124.35043165418837,119.75467936197917,100.10114203559027,64.72371541987556,59.22725551904933,47.184478708338084,0.3612672069484164,0.3479154672532106,0.290817325798373,255838.25395458855,52.61987074141367,0.12751600477430555
