path,label,width,height,aspect_ratio,size_kb,channels,mean_brightness,std_brightness
../data/AI_SD_ukiyo-e/9-879597690-276757.jpg,AI,768,768,1.0,134.5322265625,3,127.55599523473668,74.95816059010947
../data/AI_SD_ukiyo-e/9-885983000-887773.jpg,AI,768,768,1.0,110.921875,3,114.83292417173033,63.784290356492924
../data/AI_SD_ukiyo-e/9-856288343-155345.jpg,AI,768,768,1.0,140.8603515625,3,139.45029477719908,81.17683695524455
../data/AI_SD_ukiyo-e/9-856832978-807082.jpg,AI,768,768,1.0,121.78125,3,125.84750027126736,55.727533465485706
../data/AI_SD_ukiyo-e/9-966718122-538856.jpg,AI,768,768,1.0,121.08203125,3,132.31404000741463,62.000386134024154
../data/AI_SD_ukiyo-e/9-918166643-367914.jpg,AI,768,768,1.0,113.068359375,3,133.15366787380643,62.20241316845188
../data/AI_SD_ukiyo-e/9-986424499-168891.jpg,AI,768,768,1.0,128.2783203125,3,135.4189040572555,56.64147780815273
../data/AI_SD_ukiyo-e/9-890445906-515159.jpg,AI,768,768,1.0,138.44140625,3,120.08982849121094,66.13827946383645
../data/AI_SD_ukiyo-e/9-998834727-514002.jpg,AI,768,768,1.0,126.5498046875,3,102.64099064579716,51.874419919256354
../data/AI_SD_ukiyo-e/9-950176720-323106.jpg,AI,768,768,1.0,92.8984375,3,137.24133809407553,57.7916809230603
../data/AI_SD_ukiyo-e/9-89114128-741374.jpg,AI,768,768,1.0,102.849609375,3,118.68841496220341,52.742704789406346
../data/AI_SD_ukiyo-e/9-865746110-589331.jpg,AI,768,768,1.0,118.296875,3,118.52877468532986,70.84124939374101
../data/AI_SD_ukiyo-e/9-893814666-214811.jpg,AI,768,768,1.0,129.2236328125,3,125.22788718894675,62.83691720169403
../data/AI_SD_ukiyo-e/9-934092758-114526.jpg,AI,768,768,1.0,116.3076171875,3,135.70913300690827,57.240532022149786
../data/AI_SD_ukiyo-e/9-927138457-346384.jpg,AI,768,768,1.0,112.591796875,3,100.0373439082393,56.60648838287685
../data/AI_SD_ukiyo-e/9-855655329-715809.jpg,AI,768,768,1.0,136.6337890625,3,115.84544994212963,49.373242115497554
../data/AI_SD_ukiyo-e/9-963604845-471107.jpg,AI,768,768,1.0,129.3662109375,3,111.26705876103154,58.81727473432095
../data/AI_SD_ukiyo-e/9-87090125-385061.jpg,AI,768,768,1.0,125.38671875,3,126.50554515697338,63.700493222370696
../data/AI_SD_ukiyo-e/9-89114128-914988.jpg,AI,768,768,1.0,129.5908203125,3,128.08787197536893,67.97685539308806
../data/AI_SD_ukiyo-e/9-917378555-40194.jpg,AI,768,768,1.0,118.607421875,3,109.55457616735387,61.16124327578086
../data/AI_SD_ukiyo-e/9-933262927-707673.jpg,AI,768,768,1.0,120.005859375,3,110.35603219491465,62.25627166431907
../data/AI_SD_ukiyo-e/9-825904810-456085.jpg,AI,768,768,1.0,118.1318359375,3,118.55475531684027,51.62622895824818
../data/AI_SD_ukiyo-e/9-8644963-649129.jpg,AI,768,768,1.0,123.54296875,3,118.68265900788484,45.41295915397631
../data/AI_SD_ukiyo-e/9-827046418-506851.jpg,AI,768,768,1.0,127.201171875,3,115.08923678927951,62.91991941657581
../data/AI_SD_ukiyo-e/9-892143941-893884.jpg,AI,768,768,1.0,120.083984375,3,131.12367587619357,62.96894501444374
../data/AI_SD_ukiyo-e/9-988268015-372708.jpg,AI,768,768,1.0,134.1630859375,3,130.0095943874783,63.42782530744559
../data/AI_SD_ukiyo-e/9-912323737-857669.jpg,AI,768,768,1.0,103.330078125,3,125.18563899287471,53.4905900915792
../data/AI_SD_ukiyo-e/9-88855174-972348.jpg,AI,768,768,1.0,119.318359375,3,123.67422711407697,60.929514420687426
../data/AI_SD_ukiyo-e/9-863622018-580643.jpg,AI,768,768,1.0,133.984375,3,114.73541768391927,58.467100920720405
../data/AI_SD_ukiyo-e/9-947171145-109505.jpg,AI,768,768,1.0,112.56640625,3,113.26094281231916,64.4487774190197
../data/AI_SD_ukiyo-e/9-960801906-737920.jpg,AI,768,768,1.0,105.2724609375,3,130.5468863028067,53.860093601226815
../data/AI_SD_ukiyo-e/9-935042632-531620.jpg,AI,768,768,1.0,112.12890625,3,109.94905259874132,54.66419096042906
../data/AI_SD_ukiyo-e/9-975556822-400989.jpg,AI,768,768,1.0,112.6474609375,3,100.60513588234231,54.18611339536799
../data/AI_SD_ukiyo-e/9-828434681-942697.jpg,AI,768,768,1.0,130.4921875,3,120.08464050292969,49.825226125924914
../data/AI_SD_ukiyo-e/9-885585725-316772.jpg,AI,768,768,1.0,134.2431640625,3,114.37308756510417,61.60837158708444
../data/AI_SD_ukiyo-e/9-879597690-461892.jpg,AI,768,768,1.0,114.7109375,3,117.40426240143952,67.10056340318374
../data/AI_SD_ukiyo-e/9-90774543-781273.jpg,AI,768,768,1.0,107.2275390625,3,126.23214100025318,63.2739658227725
../data/AI_SD_ukiyo-e/9-822816619-270640.jpg,AI,768,768,1.0,118.51171875,3,110.27701427318432,51.16765418294027
../data/AI_SD_ukiyo-e/9-936665859-720821.jpg,AI,768,768,1.0,124.8681640625,3,131.05367646393952,75.91518454107212
../data/AI_SD_ukiyo-e/9-977391159-670426.jpg,AI,768,768,1.0,104.3759765625,3,132.41655081289787,53.2926584154155
../data/AI_SD_ukiyo-e/9-980270666-979558.jpg,AI,768,768,1.0,107.2861328125,3,126.74482953106916,44.08716519770709
